Time,Latitude,Longitude,counts
1746066122.82,37.87366833438015,-122.24177052291843,63.0
1746066124.82,37.87366833438015,-122.24177052291843,71.5
1746066126.82,37.87366833438015,-122.24177052291843,73.5
1746066128.8,37.87366833438015,-122.24177052291843,73.5
1746066130.82,37.87366833438015,-122.24177052291843,81.5
1746066132.82,37.87366833438015,-122.24177052291843,66.0
1746066134.82,37.87366833438015,-122.24177052291843,72.5
1746066136.82,37.87366833438015,-122.24177052291843,62.5
1746066138.81,37.87366833438015,-122.24177052291843,62.5
1746066140.82,37.87366833438015,-122.24177052291843,67.5
1746066142.82,37.87366833438015,-122.24177052291843,58.0
1746066144.82,37.87366833438015,-122.24177052291843,61.5
1746066146.8,37.87366833438015,-122.24177052291843,61.5
1746066148.84,37.87366833438015,-122.24177052291843,71.0
1746066150.82,37.87366833438015,-122.24177052291843,75.0
1746066152.82,37.87366833438015,-122.24177052291843,68.0
1746066154.82,37.87149287933068,-122.24096656424796,70.5
1746066156.8,37.87149287933068,-122.24096656424796,70.5
1746066158.83,37.871513223796434,-122.24097750791974,63.5
1746066160.82,37.871513223796434,-122.24097750791974,65.5
1746066162.82,37.871513223796434,-122.24097750791974,65.5
1746066164.82,37.871513223796434,-122.24097750791974,63.5
1746066166.8,37.871513223796434,-122.24097750791974,63.5
1746066168.82,37.871513223796434,-122.24097750791974,57.0
1746066170.82,37.87148380333739,-122.24102673611134,65.0
1746066172.82,37.87148241290903,-122.24103226886352,64.5
1746066174.82,37.87148241290903,-122.24103226886352,57.5
1746066176.8,37.87148241290903,-122.24103226886352,57.5
1746066178.82,37.87148241290903,-122.24103226886352,73.5
1746066180.82,37.87148241290903,-122.24103226886352,61.5
1746066182.82,37.87148241290903,-122.24103226886352,58.0
1746066184.8,37.87148241290903,-122.24103226886352,58.0
1746066186.82,37.87148241290903,-122.24103226886352,58.0
1746066188.83,37.87148241290903,-122.24103226886352,59.5
1746066190.82,37.87148241290903,-122.24103226886352,67.0
1746066192.82,37.87148241290903,-122.24103226886352,57.5
1746066194.8,37.87148241290903,-122.24103226886352,57.5
1746066196.82,37.87397284129445,-122.24207200334152,55.0
1746066198.82,37.87397284129445,-122.24207200334152,68.5
1746066200.82,37.87397284129445,-122.24207200334152,59.0
1746066202.82,37.87397284129445,-122.24207200334152,59.5
1746066204.8,37.87382254378371,-122.24183155303355,59.5
1746066206.83,37.873922242290526,-122.24185947931932,73.0
1746066208.83,37.87391864734411,-122.24185256854881,58.0
1746066210.82,37.87391864734411,-122.24185256854881,64.0
1746066212.8,37.87391864734411,-122.24185256854881,64.0
1746066214.82,37.87391864734411,-122.24185256854881,51.5
1746066216.82,37.87386601780358,-122.24183576109661,64.5
1746066218.83,37.873865160160385,-122.24183548719922,60.0
1746066220.82,37.87386373470567,-122.24183503197447,67.5
1746066222.81,37.87386373470567,-122.24183503197447,67.5
1746066224.82,37.87386373470567,-122.24183503197447,69.5
1746066226.82,37.87386373470567,-122.24183503197447,57.0
1746066228.82,37.87386373470567,-122.24183503197447,68.0
1746066230.8,37.87386373470567,-122.24183503197447,68.0
1746066232.82,37.87386373470567,-122.24183503197447,67.0
1746066234.82,37.87386373470567,-122.24183503197447,61.5
1746066236.82,37.87386373470567,-122.24183503197447,72.0
1746066238.82,37.87386373470567,-122.24183503197447,55.5
1746066240.79,37.87386373470567,-122.24183503197447,55.5
1746066242.82,37.87386373470567,-122.24183503197447,64.5
1746066244.82,37.874043544981674,-122.24208260573816,69.0
1746066246.82,37.874043544981674,-122.24208260573816,67.0
1746066248.83,37.874043544981674,-122.24208260573816,64.0
1746066250.8,37.874043544981674,-122.24208260573816,64.0
1746066252.82,37.874043544981674,-122.24208260573816,60.5
1746066254.82,37.874043544981674,-122.24208260573816,55.0
1746066256.82,37.874043544981674,-122.24208260573816,56.5
1746066258.8,37.874043544981674,-122.24208260573816,56.5
1746066260.82,37.874043544981674,-122.24208260573816,69.5
1746066262.82,37.874043544981674,-122.24208260573816,74.5
1746066264.82,37.874043544981674,-122.24208260573816,74.0
1746066266.82,37.874043544981674,-122.24208260573816,65.5
1746066268.8,37.874043544981674,-122.24208260573816,65.5
1746066270.82,37.874043544981674,-122.24208260573816,70.0
1746066272.83,37.874043544981674,-122.24208260573816,72.5
1746066274.82,37.874043544981674,-122.24208260573816,62.5
1746066276.82,37.874043544981674,-122.24208260573816,69.0
1746066278.82,37.870964810363546,-122.24260982109115,69.0
1746066280.82,37.87099293172969,-122.24270764804527,65.0
1746066282.85,37.87098189295393,-122.24272964183483,59.5
1746066284.82,37.87098189295393,-122.24272964183483,73.0
1746066286.8,37.87098189295393,-122.24272964183483,73.0
1746066288.82,37.87098189295393,-122.24272964183483,62.0
1746066290.82,37.87098189295393,-122.24272964183483,52.5
1746066292.82,37.87098189295393,-122.24272964183483,65.0
1746066294.82,37.87098189295393,-122.24272964183483,65.0
1746066296.8,37.87098189295393,-122.24272964183483,65.0
1746066298.82,37.87098189295393,-122.24272964183483,55.5
1746066300.82,37.87098189295393,-122.24272964183483,71.0
1746066302.8,37.87098189295393,-122.24272964183483,71.0
1746066304.85,37.87098189295393,-122.24272964183483,81.5
1746066306.82,37.87098189295393,-122.24272964183483,78.5
1746066308.82,37.87098189295393,-122.24272964183483,66.0
1746066310.82,37.87098189295393,-122.24272964183483,68.0
1746066312.8,37.87098189295393,-122.24272964183483,68.0
1746066314.82,37.87098189295393,-122.24272964183483,56.5
1746066316.82,37.87098189295393,-122.24272964183483,66.5
1746066318.82,37.87098189295393,-122.24272964183483,68.5
1746066320.8,37.87098189295393,-122.24272964183483,68.5
1746066322.84,37.87098189295393,-122.24272964183483,60.5
1746066324.82,37.87098189295393,-122.24272964183483,62.0
1746066326.83,37.87098189295393,-122.24272964183483,60.0
1746066328.82,37.87098189295393,-122.24272964183483,67.0
1746066330.8,37.87098189295393,-122.24272964183483,67.0
1746066332.82,37.87098189295393,-122.24272964183483,56.5
1746066334.82,37.87098189295393,-122.24272964183483,56.0
1746066336.82,37.8743638677038,-122.24257357876832,58.0
1746066338.82,37.874363804862455,-122.24257349482299,71.0
1746066340.81,37.87435615350734,-122.24256327367834,71.0
1746066342.84,37.87435615350734,-122.24256327367834,62.0
1746066344.82,37.87435615350734,-122.24256327367834,67.0
1746066346.82,37.87435615350734,-122.24256327367834,67.5
1746066348.82,37.87435615350734,-122.24256327367834,65.0
1746066350.8,37.87435615350734,-122.24256327367834,65.0
1746066352.83,37.87435615350734,-122.24256327367834,61.5
1746066354.82,37.87435615350734,-122.24256327367834,61.5
1746066356.82,37.87435615350734,-122.24256327367834,60.0
1746066358.8,37.87435615350734,-122.24256327367834,60.0
1746066360.82,37.87435615350734,-122.24256327367834,52.0
1746066362.84,37.87435615350734,-122.24256327367834,53.0
1746066364.82,37.87435615350734,-122.24256327367834,60.0
1746066366.82,37.87435615350734,-122.24256327367834,60.5
1746066368.81,37.87435615350734,-122.24256327367834,60.5
1746066370.82,37.87435615350734,-122.24256327367834,57.5
1746066372.83,37.87435615350734,-122.24256327367834,60.5
1746066374.82,37.87435615350734,-122.24256327367834,59.5
1746066376.82,37.87435615350734,-122.24256327367834,61.0
1746066378.8,37.87435615350734,-122.24256327367834,61.0
1746066380.82,37.87435615350734,-122.24256327367834,65.5
1746066382.82,37.87435615350734,-122.24256327367834,60.0
1746066384.82,37.870953927373286,-122.24402897625092,53.5
1746066386.8,37.87084803045776,-122.2442104176053,53.5
1746066388.82,37.87083044200308,-122.24418721428982,57.5
